entry_id,user_id,entry_date,journal_text,sentiment_score,primary_emotion,mood_category,consecutive_low_days,spiral_flag,department,year_of_study
364,student_015,2026-02-02,"Today's lecture was awesome, finally understood the concept! Ghar ki yaad aa rahi hai.",0.51,hope,Positive,0,False,Science,3
365,student_015,2026-02-03,My roommate helped me a lot with the assignment.,0.83,joy,Positive,0,False,Science,3
366,student_015,2026-02-04,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,0.33,neutral,Neutral,0,False,Science,3
367,student_015,2026-02-06,"Just a normal day, nothing special happened. Mess ka khana kharab tha.",0.05,neutral,Neutral,0,False,Science,3
368,student_015,2026-02-07,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha.",0.89,gratitude,Positive,0,False,Science,3
369,student_015,2026-02-08,"Got selected for the college fest team, super excited! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.47,joy,Positive,0,False,Science,3
370,student_015,2026-02-09,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.54,gratitude,Positive,0,False,Science,3
371,student_015,2026-02-10,Studied for a while in the library. Mess ka khana kharab tha.,-0.12,neutral,Neutral,0,False,Science,3
372,student_015,2026-02-11,Made solid progress in placement preparation today. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.6,gratitude,Positive,0,False,Science,3
373,student_015,2026-02-12,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha.",0.57,joy,Positive,0,False,Science,3
374,student_015,2026-02-13,"Today's lecture was awesome, finally understood the concept!",0.62,hope,Positive,0,False,Science,3
375,student_015,2026-02-14,The mess food was average today.,0.13,neutral,Neutral,0,False,Science,3
376,student_015,2026-02-15,"Just a normal day, nothing special happened. Mess ka khana kharab tha.",-0.07,neutral,Neutral,0,False,Science,3
377,student_015,2026-02-16,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.72,joy,Positive,0,False,Science,3
378,student_015,2026-02-17,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.9,joy,Positive,0,False,Science,3
379,student_015,2026-02-19,My roommate helped me a lot with the assignment.,0.67,hope,Positive,0,False,Science,3
380,student_015,2026-02-20,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.48,hope,Positive,0,False,Science,3
381,student_015,2026-02-21,Maybe I should go for counselling but the stigma is too much.,-0.9,overwhelm,Negative,1,False,Science,3
382,student_015,2026-02-22,"Professor scolded me in front of the whole class, felt really bad.",-0.8,fear,Negative,2,False,Science,3
383,student_015,2026-02-23,Nothing seems to matter right now.,-0.62,anger,Negative,3,False,Science,3
384,student_015,2026-02-24,I don't even feel like getting out of bed in the morning. Ghar ki yaad aa rahi hai.,-0.76,neutral,Negative,4,False,Science,3
385,student_015,2026-02-26,Everything has been feeling pointless for the past few days. Mess ka khana kharab tha.,-0.63,neutral,Negative,5,True,Science,3
386,student_015,2026-02-27,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.63,joy,Negative,6,True,Science,3
387,student_015,2026-02-28,"Couldn't concentrate at all today, everything feels overwhelming.",-0.72,hope,Negative,7,True,Science,3
388,student_015,2026-03-01,I don't even feel like getting out of bed in the morning.,-0.4,joy,Negative,8,True,Science,3
389,student_015,2026-03-02,I don't want to talk to anyone anymore.,-0.61,neutral,Negative,9,True,Science,3
390,student_016,2026-02-02,My roommate helped me a lot with the assignment.,0.74,gratitude,Positive,0,False,Business,3
391,student_016,2026-02-03,The mess food was terrible and now my stomach is upset. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.53,hope,Negative,1,False,Business,3
392,student_016,2026-02-04,"In the group project, everyone is blaming me for everything.",-0.71,gratitude,Negative,2,False,Business,3
393,student_016,2026-02-05,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.75,hope,Positive,0,False,Business,3
394,student_016,2026-02-06,Went to lectures and came back to the hostel. Ghar ki yaad aa rahi hai.,0.15,neutral,Neutral,0,False,Business,3
395,student_016,2026-02-07,Attended classes and submitted the assignment on time.,0.37,neutral,Neutral,0,False,Business,3
396,student_016,2026-02-08,Attended classes and submitted the assignment on time.,0.38,neutral,Neutral,0,False,Business,3
397,student_016,2026-02-09,Made solid progress in placement preparation today. Mess ka khana kharab tha.,0.53,joy,Positive,0,False,Business,3
398,student_016,2026-02-10,The mess food was terrible and now my stomach is upset.,-0.8,gratitude,Negative,1,False,Business,3
399,student_016,2026-02-11,"There was a power cut the whole night, couldn't finish the assignment. Ghar ki yaad aa rahi hai.",-0.69,overwhelm,Negative,2,False,Business,3
400,student_016,2026-02-12,Maybe I should go for counselling but the stigma is too much.,-0.62,gratitude,Negative,3,False,Business,3
401,student_016,2026-02-13,"Couldn't concentrate at all today, everything feels overwhelming. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.44,sadness,Negative,4,False,Business,3
402,student_016,2026-02-15,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.72,gratitude,Negative,5,True,Business,3
403,student_016,2026-02-16,Feeling very lonely in the hostel these days. Mess ka khana kharab tha.,-0.41,joy,Negative,6,True,Business,3
404,student_016,2026-02-17,The mess food was terrible and now my stomach is upset.,-0.92,anxiety,Negative,7,True,Business,3
405,student_016,2026-02-18,"Professor scolded me in front of the whole class, felt really bad.",-0.39,fear,Negative,8,True,Business,3
406,student_016,2026-02-19,I feel like crying for no reason. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.71,fear,Negative,9,True,Business,3
407,student_016,2026-02-20,"Got rejected from the internship I wanted, feeling demotivated. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.9,anger,Negative,10,True,Business,3
408,student_016,2026-02-21,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.66,gratitude,Positive,0,False,Business,3
409,student_016,2026-02-22,I feel completely worthless and stuck.,-0.9,fear,Negative,1,False,Business,3
410,student_016,2026-02-23,I don't want to talk to anyone anymore.,-0.68,sadness,Negative,2,False,Business,3
411,student_016,2026-02-24,Everything has been feeling pointless for the past few days. Mess ka khana kharab tha.,-0.91,gratitude,Negative,3,False,Business,3
412,student_016,2026-02-26,Maybe I should go for counselling but the stigma is too much.,-0.62,overwhelm,Negative,4,False,Business,3
413,student_016,2026-02-27,Maybe I should go for counselling but the stigma is too much.,-0.39,neutral,Negative,5,True,Business,3
414,student_016,2026-02-28,Feeling very lonely in the hostel these days.,-0.93,fear,Negative,6,True,Business,3
415,student_016,2026-03-01,"Got rejected from the internship I wanted, feeling demotivated. Mess ka khana kharab tha.",-0.85,hope,Negative,7,True,Business,3
416,student_016,2026-03-02,"Professor scolded me in front of the whole class, felt really bad. Mess ka khana kharab tha.",-0.36,overwhelm,Negative,8,True,Business,3
417,student_017,2026-02-01,"In the group project, everyone is blaming me for everything. Mess ka khana kharab tha.",-0.62,sadness,Negative,1,False,Engineering,2
418,student_017,2026-02-02,Weather was nice but I stayed in and rested.,0.05,neutral,Neutral,0,False,Engineering,2
419,student_017,2026-02-03,"Just a normal day, nothing special happened.",-0.14,neutral,Neutral,0,False,Engineering,2
420,student_017,2026-02-04,"Got rejected from the internship I wanted, feeling demotivated.",-0.58,joy,Negative,1,False,Engineering,2
421,student_017,2026-02-05,My roommate helped me a lot with the assignment.,0.42,hope,Positive,0,False,Engineering,2
422,student_017,2026-02-06,The mess food was terrible and now my stomach is upset. Mess ka khana kharab tha.,-0.77,sadness,Negative,1,False,Engineering,2
423,student_017,2026-02-07,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,0.07,neutral,Neutral,0,False,Engineering,2
424,student_017,2026-02-08,"Got selected for the college fest team, super excited! Mess ka khana kharab tha.",0.9,hope,Positive,0,False,Engineering,2
425,student_017,2026-02-09,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",-0.01,neutral,Neutral,0,False,Engineering,2
426,student_017,2026-02-10,Went to lectures and came back to the hostel. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.3,neutral,Neutral,0,False,Engineering,2
427,student_017,2026-02-11,"Scored well in the mid-sem exam, feeling really good!",0.85,gratitude,Positive,0,False,Engineering,2
428,student_017,2026-02-12,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha.",0.65,hope,Positive,0,False,Engineering,2
429,student_017,2026-02-13,Had a productive study session in the library.,0.78,joy,Positive,0,False,Engineering,2
430,student_017,2026-02-14,My roommate helped me a lot with the assignment. Ghar ki yaad aa rahi hai.,0.52,hope,Positive,0,False,Engineering,2
431,student_017,2026-02-15,Weather was nice but I stayed in and rested. Mess ka khana kharab tha.,0.19,neutral,Neutral,0,False,Engineering,2
432,student_017,2026-02-16,"Got rejected from the internship I wanted, feeling demotivated.",-0.74,sadness,Negative,1,False,Engineering,2
433,student_017,2026-02-17,My roommate helped me a lot with the assignment.,0.46,hope,Positive,0,False,Engineering,2
434,student_017,2026-02-18,Went to lectures and came back to the hostel.,-0.14,neutral,Neutral,0,False,Engineering,2
435,student_017,2026-02-19,"Scored well in the mid-sem exam, feeling really good!",0.79,joy,Positive,0,False,Engineering,2
436,student_017,2026-02-20,"Professor scolded me in front of the whole class, felt really bad.",-0.52,anger,Negative,1,False,Engineering,2
437,student_017,2026-02-21,Made solid progress in placement preparation today.,0.72,gratitude,Positive,0,False,Engineering,2
438,student_017,2026-02-22,My roommate helped me a lot with the assignment.,0.92,hope,Positive,0,False,Engineering,2
439,student_017,2026-02-23,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.45,hope,Positive,0,False,Engineering,2
440,student_017,2026-02-24,Feeling very lonely in the hostel these days.,-0.56,neutral,Negative,1,False,Engineering,2
441,student_017,2026-02-25,Studied for a while in the library.,0.08,neutral,Neutral,0,False,Engineering,2
442,student_017,2026-02-26,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,0.1,neutral,Neutral,0,False,Engineering,2
443,student_017,2026-02-27,Had a productive study session in the library. Ghar ki yaad aa rahi hai.,0.51,hope,Positive,0,False,Engineering,2
444,student_017,2026-02-28,Weather was nice but I stayed in and rested. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.0,neutral,Neutral,0,False,Engineering,2
445,student_017,2026-03-01,Made solid progress in placement preparation today. Mess ka khana kharab tha.,0.49,gratitude,Positive,0,False,Engineering,2
446,student_017,2026-03-02,The mess food was average today.,0.38,neutral,Neutral,0,False,Engineering,2
447,student_018,2026-02-01,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.51,neutral,Negative,1,False,CS,1
448,student_018,2026-02-02,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.57,joy,Positive,0,False,CS,1
449,student_018,2026-02-03,"Got selected for the college fest team, super excited!",0.64,gratitude,Positive,0,False,CS,1
450,student_018,2026-02-04,Feeling very lonely in the hostel these days.,-0.71,neutral,Negative,1,False,CS,1
451,student_018,2026-02-05,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",0.02,neutral,Neutral,0,False,CS,1
452,student_018,2026-02-06,"I'm really scared about the upcoming exams, nothing is making sense. Ghar ki yaad aa rahi hai.",-0.89,joy,Negative,1,False,CS,1
453,student_018,2026-02-09,"Scored well in the mid-sem exam, feeling really good! Ghar ki yaad aa rahi hai.",0.78,gratitude,Positive,0,False,CS,1
454,student_018,2026-02-10,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.48,hope,Positive,0,False,CS,1
455,student_018,2026-02-11,"Today's lecture was awesome, finally understood the concept!",0.73,hope,Positive,0,False,CS,1
456,student_018,2026-02-12,Made solid progress in placement preparation today. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.67,hope,Positive,0,False,CS,1
457,student_018,2026-02-13,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.46,joy,Positive,0,False,CS,1
458,student_018,2026-02-14,Weather was nice but I stayed in and rested. Mess ka khana kharab tha.,-0.06,neutral,Neutral,0,False,CS,1
459,student_018,2026-02-15,Had a productive study session in the library. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.56,gratitude,Positive,0,False,CS,1
460,student_018,2026-02-16,Had a productive study session in the library. Ghar ki yaad aa rahi hai.,0.48,gratitude,Positive,0,False,CS,1
461,student_018,2026-02-17,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.6,joy,Positive,0,False,CS,1
462,student_018,2026-02-19,Had a productive study session in the library.,0.84,joy,Positive,0,False,CS,1
463,student_018,2026-02-20,Feeling very lonely in the hostel these days. Mess ka khana kharab tha.,-0.66,anger,Negative,1,False,CS,1
464,student_018,2026-02-21,"Scored well in the mid-sem exam, feeling really good!",0.88,gratitude,Positive,0,False,CS,1
465,student_018,2026-02-22,Made solid progress in placement preparation today. Ghar ki yaad aa rahi hai.,0.76,hope,Positive,0,False,CS,1
466,student_018,2026-02-23,Weather was nice but I stayed in and rested.,0.2,neutral,Neutral,0,False,CS,1
467,student_018,2026-02-24,The mess food was average today. Ghar ki yaad aa rahi hai.,0.01,neutral,Neutral,0,False,CS,1
468,student_018,2026-02-25,"I'm really scared about the upcoming exams, nothing is making sense. Mess ka khana kharab tha.",-0.65,anger,Negative,1,False,CS,1
469,student_018,2026-02-26,The mess food was average today. Mess ka khana kharab tha.,-0.03,neutral,Neutral,0,False,CS,1
470,student_018,2026-02-27,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,0.14,neutral,Neutral,0,False,CS,1
471,student_018,2026-02-28,"Today's lecture was awesome, finally understood the concept!",0.41,gratitude,Positive,0,False,CS,1
472,student_018,2026-03-02,"Got rejected from the internship I wanted, feeling demotivated.",-0.56,anger,Negative,1,False,CS,1
473,student_019,2026-02-01,Went to lectures and came back to the hostel.,0.02,neutral,Neutral,0,False,Arts,3
474,student_019,2026-02-03,"Scored well in the mid-sem exam, feeling really good!",0.84,hope,Positive,0,False,Arts,3
475,student_019,2026-02-04,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.81,joy,Positive,0,False,Arts,3
476,student_019,2026-02-05,"Today's lecture was awesome, finally understood the concept!",0.65,hope,Positive,0,False,Arts,3
477,student_019,2026-02-06,Weather was nice but I stayed in and rested.,0.26,neutral,Neutral,0,False,Arts,3
478,student_019,2026-02-07,The mess food was average today. Mess ka khana kharab tha.,0.13,neutral,Neutral,0,False,Arts,3
479,student_019,2026-02-08,Attended classes and submitted the assignment on time. Ghar ki yaad aa rahi hai.,0.29,neutral,Neutral,0,False,Arts,3
480,student_019,2026-02-09,"Professor scolded me in front of the whole class, felt really bad.",-0.53,neutral,Negative,1,False,Arts,3
481,student_019,2026-02-10,"Couldn't concentrate at all today, everything feels overwhelming. Ghar ki yaad aa rahi hai.",-0.59,fear,Negative,2,False,Arts,3
482,student_019,2026-02-11,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha.",-0.78,anxiety,Negative,3,False,Arts,3
483,student_019,2026-02-12,"Got selected for the college fest team, super excited!",0.68,hope,Positive,0,False,Arts,3
484,student_019,2026-02-14,Weather was nice but I stayed in and rested.,0.34,neutral,Neutral,0,False,Arts,3
485,student_019,2026-02-15,"In the group project, everyone is blaming me for everything. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.55,neutral,Negative,1,False,Arts,3
486,student_019,2026-02-16,"Got rejected from the internship I wanted, feeling demotivated. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.48,neutral,Negative,2,False,Arts,3
487,student_019,2026-02-17,Had a productive study session in the library.,0.77,joy,Positive,0,False,Arts,3
488,student_019,2026-02-18,Weather was nice but I stayed in and rested. Mess ka khana kharab tha.,0.36,neutral,Neutral,0,False,Arts,3
489,student_019,2026-02-19,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,-0.08,neutral,Neutral,0,False,Arts,3
490,student_019,2026-02-20,Weather was nice but I stayed in and rested.,0.24,neutral,Neutral,0,False,Arts,3
491,student_019,2026-02-21,Attended classes and submitted the assignment on time. Ghar ki yaad aa rahi hai.,0.38,neutral,Neutral,0,False,Arts,3
492,student_019,2026-02-24,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.58,joy,Positive,0,False,Arts,3
493,student_019,2026-02-25,"Today's lecture was awesome, finally understood the concept!",0.86,gratitude,Positive,0,False,Arts,3
494,student_019,2026-02-26,Weather was nice but I stayed in and rested. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.09,neutral,Neutral,0,False,Arts,3
495,student_019,2026-02-27,My roommate helped me a lot with the assignment. Ghar ki yaad aa rahi hai.,0.52,hope,Positive,0,False,Arts,3
496,student_019,2026-02-28,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.66,hope,Positive,0,False,Arts,3
497,student_019,2026-03-02,"Got selected for the college fest team, super excited!",0.93,gratitude,Positive,0,False,Arts,3
498,student_020,2026-02-01,My roommate helped me a lot with the assignment.,0.84,gratitude,Positive,0,False,CS,4
499,student_020,2026-02-03,My roommate helped me a lot with the assignment. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.93,hope,Positive,0,False,CS,4
500,student_020,2026-02-06,"Professor scolded me in front of the whole class, felt really bad. Ghar ki yaad aa rahi hai.",-0.45,overwhelm,Negative,1,False,CS,4
501,student_020,2026-02-07,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,-0.18,neutral,Neutral,0,False,CS,4
502,student_020,2026-02-09,Attended classes and submitted the assignment on time.,0.07,neutral,Neutral,0,False,CS,4
503,student_020,2026-02-10,"Got selected for the college fest team, super excited! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.8,hope,Positive,0,False,CS,4
504,student_020,2026-02-11,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,-0.02,neutral,Neutral,0,False,CS,4
505,student_020,2026-02-12,Weather was nice but I stayed in and rested. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.07,neutral,Neutral,0,False,CS,4
506,student_020,2026-02-13,Weather was nice but I stayed in and rested. Mess ka khana kharab tha.,0.35,neutral,Neutral,0,False,CS,4
507,student_020,2026-02-14,Had a productive study session in the library. Ghar ki yaad aa rahi hai.,0.4,hope,Positive,0,False,CS,4
508,student_020,2026-02-15,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.59,hope,Positive,0,False,CS,4
509,student_020,2026-02-16,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.51,hope,Positive,0,False,CS,4
510,student_020,2026-02-17,"Couldn't concentrate at all today, everything feels overwhelming. Ghar ki yaad aa rahi hai.",-0.55,sadness,Negative,1,False,CS,4
511,student_020,2026-02-19,Attended classes and submitted the assignment on time. Ghar ki yaad aa rahi hai.,-0.03,neutral,Neutral,0,False,CS,4
512,student_020,2026-02-20,Made solid progress in placement preparation today. Mess ka khana kharab tha.,0.78,hope,Positive,0,False,CS,4
513,student_020,2026-02-21,Feeling very lonely in the hostel these days. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.82,overwhelm,Negative,1,False,CS,4
514,student_020,2026-02-22,"Got selected for the college fest team, super excited!",0.65,gratitude,Positive,0,False,CS,4
515,student_020,2026-02-23,"Got selected for the college fest team, super excited!",0.87,hope,Positive,0,False,CS,4
516,student_020,2026-02-24,Weather was nice but I stayed in and rested. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.1,neutral,Neutral,0,False,CS,4
517,student_020,2026-02-25,"There was a power cut the whole night, couldn't finish the assignment.",-0.62,fear,Negative,1,False,CS,4
518,student_020,2026-02-26,Attended classes and submitted the assignment on time.,0.31,neutral,Neutral,0,False,CS,4
519,student_020,2026-02-27,Went to lectures and came back to the hostel. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.38,neutral,Neutral,0,False,CS,4
520,student_020,2026-02-28,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.76,hope,Positive,0,False,CS,4
521,student_020,2026-03-01,The mess food was average today. Mess ka khana kharab tha.,-0.06,neutral,Neutral,0,False,CS,4
522,student_020,2026-03-02,The mess food was average today. Ghar ki yaad aa rahi hai.,0.19,neutral,Neutral,0,False,CS,4
523,student_021,2026-02-01,Weather was nice but I stayed in and rested.,0.34,neutral,Neutral,0,False,Humanities,3
524,student_021,2026-02-02,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.88,gratitude,Positive,0,False,Humanities,3
525,student_021,2026-02-03,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Ghar ki yaad aa rahi hai.",0.68,joy,Positive,0,False,Humanities,3
526,student_021,2026-02-04,My roommate helped me a lot with the assignment. Ghar ki yaad aa rahi hai.,0.53,hope,Positive,0,False,Humanities,3
527,student_021,2026-02-06,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.41,joy,Positive,0,False,Humanities,3
528,student_021,2026-02-07,"Got selected for the college fest team, super excited!",0.48,gratitude,Positive,0,False,Humanities,3
529,student_021,2026-02-08,Went to lectures and came back to the hostel.,0.24,neutral,Neutral,0,False,Humanities,3
530,student_021,2026-02-09,My roommate helped me a lot with the assignment.,0.49,hope,Positive,0,False,Humanities,3
531,student_021,2026-02-10,"Got rejected from the internship I wanted, feeling demotivated. Mess ka khana kharab tha.",-0.4,gratitude,Negative,1,False,Humanities,3
532,student_021,2026-02-11,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha.",0.9,joy,Positive,0,False,Humanities,3
533,student_021,2026-02-12,My roommate helped me a lot with the assignment.,0.69,joy,Positive,0,False,Humanities,3
534,student_021,2026-02-13,My roommate helped me a lot with the assignment. Ghar ki yaad aa rahi hai.,0.92,hope,Positive,0,False,Humanities,3
535,student_021,2026-02-14,The mess food was average today. Mess ka khana kharab tha.,0.27,neutral,Neutral,0,False,Humanities,3
536,student_021,2026-02-15,"In the group project, everyone is blaming me for everything.",-0.49,gratitude,Negative,1,False,Humanities,3
537,student_021,2026-02-16,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,-0.2,neutral,Neutral,0,False,Humanities,3
538,student_021,2026-02-19,Studied for a while in the library. Mess ka khana kharab tha.,0.15,neutral,Neutral,0,False,Humanities,3
539,student_021,2026-02-20,"Scored well in the mid-sem exam, feeling really good!",0.62,gratitude,Positive,0,False,Humanities,3
540,student_021,2026-02-21,Went to lectures and came back to the hostel.,-0.02,neutral,Neutral,0,False,Humanities,3
541,student_021,2026-02-22,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.81,hope,Positive,0,False,Humanities,3
542,student_021,2026-02-23,My roommate helped me a lot with the assignment.,0.7,joy,Positive,0,False,Humanities,3
543,student_021,2026-02-24,Feeling very lonely in the hostel these days.,-0.9,sadness,Negative,1,False,Humanities,3
544,student_021,2026-02-25,"Today's lecture was awesome, finally understood the concept!",0.62,gratitude,Positive,0,False,Humanities,3
545,student_021,2026-02-26,Feeling very lonely in the hostel these days.,-0.83,fear,Negative,1,False,Humanities,3
546,student_021,2026-02-27,My roommate helped me a lot with the assignment.,0.74,gratitude,Positive,0,False,Humanities,3
547,student_021,2026-02-28,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.62,gratitude,Positive,0,False,Humanities,3
548,student_021,2026-03-01,"Just a normal day, nothing special happened.",0.24,neutral,Neutral,0,False,Humanities,3
549,student_021,2026-03-02,Had a productive study session in the library. Mess ka khana kharab tha.,0.51,hope,Positive,0,False,Humanities,3
550,student_022,2026-02-03,"Got rejected from the internship I wanted, feeling demotivated.",-0.61,anger,Negative,1,False,CS,3
551,student_022,2026-02-04,The mess food was terrible and now my stomach is upset.,-0.67,joy,Negative,2,False,CS,3
552,student_022,2026-02-05,Made solid progress in placement preparation today.,0.77,gratitude,Positive,0,False,CS,3
553,student_022,2026-02-06,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.54,gratitude,Positive,0,False,CS,3
554,student_022,2026-02-07,Attended classes and submitted the assignment on time.,0.34,neutral,Neutral,0,False,CS,3
555,student_022,2026-02-08,"There was a power cut the whole night, couldn't finish the assignment. Ghar ki yaad aa rahi hai.",-0.51,sadness,Negative,1,False,CS,3
556,student_022,2026-02-09,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.83,joy,Positive,0,False,CS,3
557,student_022,2026-02-10,Went to lectures and came back to the hostel.,0.02,neutral,Neutral,0,False,CS,3
558,student_022,2026-02-11,"Got rejected from the internship I wanted, feeling demotivated.",-0.4,sadness,Negative,1,False,CS,3
559,student_022,2026-02-12,Went to lectures and came back to the hostel.,0.12,neutral,Neutral,0,False,CS,3
560,student_022,2026-02-13,"Couldn't concentrate at all today, everything feels overwhelming.",-0.67,joy,Negative,1,False,CS,3
561,student_022,2026-02-15,Went to lectures and came back to the hostel. Ghar ki yaad aa rahi hai.,-0.04,neutral,Neutral,0,False,CS,3
562,student_022,2026-02-16,The mess food was average today.,0.25,neutral,Neutral,0,False,CS,3
563,student_022,2026-02-17,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.78,hope,Positive,0,False,CS,3
564,student_022,2026-02-18,Made solid progress in placement preparation today. Ghar ki yaad aa rahi hai.,0.84,gratitude,Positive,0,False,CS,3
565,student_022,2026-02-19,The mess food was terrible and now my stomach is upset. Ghar ki yaad aa rahi hai.,-0.41,fear,Negative,1,False,CS,3
566,student_022,2026-02-20,I don't even feel like getting out of bed in the morning.,-0.61,joy,Negative,2,False,CS,3
567,student_022,2026-02-21,The mess food was terrible and now my stomach is upset. Mess ka khana kharab tha.,-0.66,gratitude,Negative,3,False,CS,3
568,student_022,2026-02-22,I don't even feel like getting out of bed in the morning. Mess ka khana kharab tha.,-0.62,sadness,Negative,4,False,CS,3
569,student_022,2026-02-23,Maybe I should go for counselling but the stigma is too much. Mess ka khana kharab tha.,-0.37,neutral,Negative,5,True,CS,3
570,student_022,2026-02-24,The mess food was terrible and now my stomach is upset.,-0.75,fear,Negative,6,True,CS,3
571,student_022,2026-02-25,I've been feeling down for so many days in a row.,-0.78,hope,Negative,7,True,CS,3
572,student_022,2026-02-26,I don't even feel like getting out of bed in the morning.,-0.71,gratitude,Negative,8,True,CS,3
573,student_022,2026-02-28,I don't even feel like getting out of bed in the morning. Mess ka khana kharab tha.,-0.79,overwhelm,Negative,9,True,CS,3
574,student_022,2026-03-01,I've been feeling down for so many days in a row.,-0.5,fear,Negative,10,True,CS,3
575,student_022,2026-03-02,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Ghar ki yaad aa rahi hai.",0.53,hope,Positive,0,False,CS,3
576,student_023,2026-02-01,Made solid progress in placement preparation today. Ghar ki yaad aa rahi hai.,0.62,joy,Positive,0,False,Humanities,1
577,student_023,2026-02-02,"Got selected for the college fest team, super excited!",0.53,gratitude,Positive,0,False,Humanities,1
578,student_023,2026-02-03,Had a productive study session in the library. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.6,gratitude,Positive,0,False,Humanities,1
579,student_023,2026-02-04,"Couldn't concentrate at all today, everything feels overwhelming. Mess ka khana kharab tha.",-0.63,anger,Negative,1,False,Humanities,1
580,student_023,2026-02-05,Went to lectures and came back to the hostel.,0.35,neutral,Neutral,0,False,Humanities,1
581,student_023,2026-02-06,Studied for a while in the library. Ghar ki yaad aa rahi hai.,-0.19,neutral,Neutral,0,False,Humanities,1
582,student_023,2026-02-07,The mess food was average today.,0.1,neutral,Neutral,0,False,Humanities,1
583,student_023,2026-02-08,"There was a power cut the whole night, couldn't finish the assignment.",-0.84,fear,Negative,1,False,Humanities,1
